,sceneDateString,platform,granuleName,dt
38,2017-01-22,Sentinel-1A,S1A_IW_SLC__1SSV_20170122T014413_20170122T014443_014938_018618_987C,6.0
39,2017-01-28,Sentinel-1B,S1B_IW_SLC__1SDV_20170128T014331_20170128T014401_004042_006FCA_F27B,6.0
40,2017-02-21,Sentinel-1B,S1B_IW_SLC__1SDV_20170221T014331_20170221T014401_004392_007A40_6D0E,24.0
41,2017-03-05,Sentinel-1B,S1B_IW_SLC__1SDV_20170305T014316_20170305T014343_004567_007F55_CA3B,12.0
42,2017-03-17,Sentinel-1B,S1B_IW_SLC__1SDV_20170317T014316_20170317T014343_004742_008481_3B22,12.0
43,2017-03-29,Sentinel-1B,S1B_IW_SLC__1SDV_20170329T014252_20170329T014325_004917_008980_B514,12.0
44,2017-04-10,Sentinel-1B,S1B_IW_SLC__1SDV_20170410T014252_20170410T014326_005092_008E8D_212C,12.0
45,2017-04-22,Sentinel-1B,S1B_IW_SLC__1SDV_20170422T014318_20170422T014345_005267_00939A_F477,12.0
46,2017-05-16,Sentinel-1B,S1B_IW_SLC__1SDV_20170516T014319_20170516T014346_005617_009D62_3E8A,24.0
47,2017-05-28,Sentinel-1B,S1B_IW_SLC__1SDV_20170528T014319_20170528T014346_005792_00A272_3C96,12.0
48,2017-06-09,Sentinel-1B,S1B_IW_SLC__1SDV_20170609T014320_20170609T014347_005967_00A785_55FD,12.0
49,2017-06-21,Sentinel-1B,S1B_IW_SLC__1SDV_20170621T014321_20170621T014348_006142_00ACA3_C863,12.0
50,2017-07-03,Sentinel-1B,S1B_IW_SLC__1SDV_20170703T014322_20170703T014349_006317_00B1B4_5621,12.0
51,2017-07-15,Sentinel-1B,S1B_IW_SLC__1SDV_20170715T014322_20170715T014349_006492_00B6A4_96BD,12.0
52,2017-07-27,Sentinel-1B,S1B_IW_SLC__1SDV_20170727T014323_20170727T014350_006667_00BBA2_8846,12.0
53,2017-08-08,Sentinel-1B,S1B_IW_SLC__1SDV_20170808T014324_20170808T014351_006842_00C0AE_E851,12.0
54,2017-08-20,Sentinel-1B,S1B_IW_SLC__1SDV_20170820T014324_20170820T014351_007017_00C5CA_F9A0,12.0
55,2017-09-01,Sentinel-1B,S1B_IW_SLC__1SDV_20170901T014325_20170901T014352_007192_00CAD6_6E81,12.0
56,2017-09-13,Sentinel-1B,S1B_IW_SLC__1SDV_20170913T014325_20170913T014352_007367_00CFFB_03C8,12.0
57,2017-09-25,Sentinel-1B,S1B_IW_SLC__1SDV_20170925T014326_20170925T014353_007542_00D507_0CB8,12.0
58,2017-10-07,Sentinel-1B,S1B_IW_SLC__1SDV_20171007T014326_20171007T014353_007717_00DA0F_15A9,12.0
