,sceneDateString,platform,granuleName,dt
47,2017-06-13,Sentinel-1A,S1A_IW_SLC__1SDV_20170613T135650_20170613T135718_017016_01C56E_A8DB,12.0
48,2017-06-25,Sentinel-1A,S1A_IW_SLC__1SDV_20170625T135651_20170625T135719_017191_01CAC5_79DF,12.0
49,2017-07-07,Sentinel-1A,S1A_IW_SLC__1SDV_20170707T135651_20170707T135719_017366_01D006_83D1,12.0
50,2017-07-19,Sentinel-1A,S1A_IW_SLC__1SDV_20170719T135652_20170719T135720_017541_01D561_2114,12.0
51,2017-07-31,Sentinel-1A,S1A_IW_SLC__1SDV_20170731T135653_20170731T135721_017716_01DABB_9D2C,12.0
52,2017-08-12,Sentinel-1A,S1A_IW_SLC__1SDV_20170812T135654_20170812T135721_017891_01E00B_A89A,12.0
53,2017-08-24,Sentinel-1A,S1A_IW_SLC__1SDV_20170824T135654_20170824T135722_018066_01E555_F1B8,12.0
54,2017-09-05,Sentinel-1A,S1A_IW_SLC__1SDV_20170905T135655_20170905T135722_018241_01EAA9_6976,12.0
55,2017-09-17,Sentinel-1A,S1A_IW_SLC__1SDV_20170917T135655_20170917T135723_018416_01F01D_27B4,12.0
56,2017-09-29,Sentinel-1A,S1A_IW_SLC__1SDV_20170929T135655_20170929T135723_018591_01F573_56EB,12.0
57,2017-10-11,Sentinel-1A,S1A_IW_SLC__1SDV_20171011T135656_20171011T135723_018766_01FAC3_40DE,12.0
