,sceneDateString,platform,granuleName,dt
24,2016-11-12,Sentinel-1A,S1A_IW_SLC__1SSV_20161112T142152_20161112T142221_013910_01663C_7A2E,12.0
25,2016-11-24,Sentinel-1A,S1A_IW_SLC__1SDV_20161124T142133_20161124T142201_014085_016B88_9870,12.0
26,2016-12-06,Sentinel-1A,S1A_IW_SLC__1SSV_20161206T142151_20161206T142221_014260_01710A_C173,12.0
27,2016-12-18,Sentinel-1A,S1A_IW_SLC__1SDV_20161218T142132_20161218T142200_014435_01768A_4EF3,12.0
28,2016-12-30,Sentinel-1A,S1A_IW_SLC__1SSV_20161230T142150_20161230T142220_014610_017C01_2CE2,12.0
29,2017-01-11,Sentinel-1A,S1A_IW_SLC__1SDV_20170111T142130_20170111T142157_014785_018142_5235,12.0
30,2017-01-23,Sentinel-1A,S1A_IW_SLC__1SSV_20170123T142148_20170123T142218_014960_0186BB_A82B,12.0
31,2017-02-04,Sentinel-1A,S1A_IW_SLC__1SDV_20170204T142130_20170204T142157_015135_018C0B_9FC1,12.0
32,2017-02-16,Sentinel-1A,S1A_IW_SLC__1SDV_20170216T142148_20170216T142218_015310_01918E_AE66,12.0
33,2017-02-22,Sentinel-1B,S1B_IW_SLC__1SSV_20170222T142046_20170222T142114_004414_007ADD_F8B5,6.0
34,2017-02-28,Sentinel-1A,S1A_IW_SLC__1SDV_20170228T142148_20170228T142217_015485_0196EB_B507,6.0
35,2017-03-06,Sentinel-1B,S1B_IW_SLC__1SSV_20170306T142046_20170306T142114_004589_007FF6_9D28,6.0
36,2017-03-12,Sentinel-1A,S1A_IW_SLC__1SDV_20170312T142148_20170312T142218_015660_019C33_4E20,6.0
37,2017-03-24,Sentinel-1A,S1A_IW_SLC__1SDV_20170324T142148_20170324T142218_015835_01A165_0AB0,12.0
38,2017-04-05,Sentinel-1A,S1A_IW_SLC__1SDV_20170405T142149_20170405T142218_016010_01A695_A693,12.0
39,2017-04-17,Sentinel-1A,S1A_IW_SLC__1SDV_20170417T142149_20170417T142219_016185_01ABF3_B717,12.0
40,2017-04-29,Sentinel-1A,S1A_IW_SLC__1SDV_20170429T142150_20170429T142219_016360_01B144_EB49,12.0
41,2017-05-11,Sentinel-1A,S1A_IW_SLC__1SDV_20170511T142150_20170511T142220_016535_01B68A_326F,12.0
42,2017-05-23,Sentinel-1A,S1A_IW_SLC__1SDV_20170523T142151_20170523T142221_016710_01BBF3_BD96,12.0
43,2017-06-04,Sentinel-1A,S1A_IW_SLC__1SDV_20170604T142152_20170604T142222_016885_01C15F_516C,12.0
44,2017-06-16,Sentinel-1A,S1A_IW_SLC__1SDV_20170616T142152_20170616T142222_017060_01C6C4_63F7,12.0
45,2017-06-28,Sentinel-1A,S1A_IW_SLC__1SDV_20170628T142153_20170628T142223_017235_01CC12_A748,12.0
46,2017-07-10,Sentinel-1A,S1A_IW_SLC__1SDV_20170710T142154_20170710T142223_017410_01D15A_348C,12.0
47,2017-07-22,Sentinel-1A,S1A_IW_SLC__1SDV_20170722T142154_20170722T142224_017585_01D6AD_C5B8,12.0
48,2017-07-28,Sentinel-1B,S1B_IW_SLC__1SDV_20170728T142053_20170728T142121_006689_00BC3D_AF95,6.0
49,2017-08-03,Sentinel-1A,S1A_IW_SLC__1SDV_20170803T142155_20170803T142225_017760_01DC05_2D8B,6.0
50,2017-08-09,Sentinel-1B,S1B_IW_SLC__1SDV_20170809T142053_20170809T142121_006864_00C14E_D381,6.0
51,2017-08-15,Sentinel-1A,S1A_IW_SLC__1SDV_20170815T142156_20170815T142226_017935_01E15A_0702,6.0
52,2017-08-21,Sentinel-1B,S1B_IW_SLC__1SDV_20170821T142054_20170821T142122_007039_00C665_B332,6.0
53,2017-08-27,Sentinel-1A,S1A_IW_SLC__1SDV_20170827T142156_20170827T142226_018110_01E6A5_D3B2,6.0
54,2017-09-02,Sentinel-1B,S1B_IW_SLC__1SDV_20170902T142054_20170902T142122_007214_00CB76_2C8C,6.0
55,2017-09-08,Sentinel-1A,S1A_IW_SLC__1SDV_20170908T142157_20170908T142227_018285_01EBFC_5A33,6.0
56,2017-09-14,Sentinel-1B,S1B_IW_SLC__1SDV_20170914T142055_20170914T142123_007389_00D09A_1FFF,6.0
57,2017-09-20,Sentinel-1A,S1A_IW_SLC__1SDV_20170920T142157_20170920T142227_018460_01F15E_41A4,6.0
58,2017-09-26,Sentinel-1B,S1B_IW_SLC__1SDV_20170926T142055_20170926T142123_007564_00D5A6_C28B,6.0
59,2017-10-02,Sentinel-1A,S1A_IW_SLC__1SDV_20171002T142157_20171002T142227_018635_01F6C2_68B6,6.0
60,2017-10-08,Sentinel-1B,S1B_IW_SLC__1SDV_20171008T142055_20171008T142123_007739_00DAAC_050D,6.0
