,sceneDateString,platform,granuleName,dt
63,2017-07-06,Sentinel-1B,S1B_IW_SLC__1SDV_20170706T140427_20170706T140455_006368_00B30B_DC8D,6.0
64,2017-07-12,Sentinel-1A,S1A_IW_SLC__1SDV_20170712T140554_20170712T140624_017439_01D244_D1B3,6.0
65,2017-07-18,Sentinel-1B,S1B_IW_SLC__1SDV_20170718T140428_20170718T140456_006543_00B816_48C3,6.0
66,2017-07-24,Sentinel-1A,S1A_IW_SLC__1SDV_20170724T140555_20170724T140625_017614_01D795_1C21,6.0
67,2017-07-30,Sentinel-1B,S1B_IW_SLC__1SDV_20170730T140428_20170730T140456_006718_00BD13_AE19,6.0
68,2017-08-05,Sentinel-1A,S1A_IW_SLC__1SDV_20170805T140556_20170805T140625_017789_01DCF0_51EF,6.0
69,2017-08-11,Sentinel-1B,S1B_IW_SLC__1SDV_20170811T140429_20170811T140457_006893_00C228_ADB2,6.0
70,2017-08-17,Sentinel-1A,S1A_IW_SLC__1SDV_20170817T140556_20170817T140626_017964_01E23B_B43D,6.0
71,2017-08-23,Sentinel-1B,S1B_IW_SLC__1SDV_20170823T140429_20170823T140457_007068_00C739_D9AB,6.0
72,2017-09-04,Sentinel-1B,S1B_IW_SLC__1SDV_20170904T140430_20170904T140458_007243_00CC4E_0CAB,12.0
73,2017-09-10,Sentinel-1A,S1A_IW_SLC__1SDV_20170910T140557_20170910T140627_018314_01ECED_3D80,6.0
74,2017-09-16,Sentinel-1B,S1B_IW_SLC__1SDV_20170916T140431_20170916T140458_007418_00D177_9556,6.0
75,2017-09-28,Sentinel-1B,S1B_IW_SLC__1SDV_20170928T140431_20170928T140459_007593_00D67D_BF87,12.0
76,2017-10-04,Sentinel-1A,S1A_IW_SLC__1SDV_20171004T140558_20171004T140628_018664_01F7A6_4CAE,6.0
77,2017-10-10,Sentinel-1B,S1B_IW_SLC__1SDV_20171010T140431_20171010T140459_007768_00DB80_9A1F,6.0
