,sceneDateString,platform,granuleName,dt
26,2016-06-04,Sentinel-1A,S1A_IW_SLC__1SSV_20160604T141315_20160604T141342_011562_011A7D_6E00,24.0
27,2016-06-28,Sentinel-1A,S1A_IW_SLC__1SSV_20160628T141316_20160628T141343_011912_01257E_69CF,24.0
28,2016-07-22,Sentinel-1A,S1A_IW_SLC__1SSV_20160722T141318_20160722T141345_012262_0130DF_D699,24.0
29,2016-08-15,Sentinel-1A,S1A_IW_SLC__1SSV_20160815T141319_20160815T141346_012612_013C73_0073,24.0
30,2016-09-08,Sentinel-1A,S1A_IW_SLC__1SSV_20160908T141320_20160908T141347_012962_014817_8FFC,24.0
31,2016-10-02,Sentinel-1A,S1A_IW_SLC__1SSV_20161002T141331_20161002T141401_013312_01537A_5586,24.0
32,2016-10-14,Sentinel-1A,S1A_IW_SLC__1SSV_20161014T141315_20161014T141347_013487_015903_346F,12.0
33,2016-10-26,Sentinel-1A,S1A_IW_SLC__1SSV_20161026T141331_20161026T141401_013662_015E72_1AC6,12.0
34,2016-11-07,Sentinel-1A,S1A_IW_SLC__1SSV_20161107T141315_20161107T141347_013837_0163EA_81F3,12.0
35,2016-11-19,Sentinel-1A,S1A_IW_SLC__1SSV_20161119T141330_20161119T141400_014012_016954_9E8C,12.0
36,2016-12-01,Sentinel-1A,S1A_IW_SLC__1SSV_20161201T141314_20161201T141346_014187_016EBA_24EB,12.0
37,2016-12-13,Sentinel-1A,S1A_IW_SLC__1SSV_20161213T141330_20161213T141400_014362_017454_B7EC,12.0
38,2016-12-19,Sentinel-1B,S1B_IW_SLC__1SDV_20161219T141408_20161219T141437_003466_005EB1_8941,6.0
39,2016-12-25,Sentinel-1A,S1A_IW_SLC__1SSV_20161225T141314_20161225T141345_014537_0179BC_500F,6.0
40,2017-01-06,Sentinel-1A,S1A_IW_SLC__1SSV_20170106T141328_20170106T141358_014712_017F12_554D,12.0
41,2017-01-24,Sentinel-1B,S1B_IW_SLC__1SDV_20170124T141400_20170124T141430_003991_006E2C_8E1C,18.0
42,2017-01-30,Sentinel-1A,S1A_IW_SLC__1SSV_20170130T141327_20170130T141357_015062_0189D7_193E,6.0
43,2017-02-11,Sentinel-1A,S1A_IW_SLC__1SSV_20170211T141311_20170211T141339_015237_018F50_4FC8,12.0
44,2017-02-23,Sentinel-1A,S1A_IW_SLC__1SDV_20170223T141327_20170223T141357_015412_0194BA_4D7C,12.0
45,2017-03-01,Sentinel-1B,S1B_IW_SLC__1SSV_20170301T141229_20170301T141255_004516_007DBF_48B2,6.0
46,2017-03-07,Sentinel-1A,S1A_IW_SLC__1SDV_20170307T141327_20170307T141357_015587_019A03_F364,6.0
47,2017-03-13,Sentinel-1B,S1B_IW_SLC__1SSV_20170313T141229_20170313T141255_004691_0082EE_33DA,6.0
48,2017-03-19,Sentinel-1A,S1A_IW_SLC__1SDV_20170319T141327_20170319T141357_015762_019F36_8C7A,6.0
49,2017-03-25,Sentinel-1B,S1B_IW_SLC__1SSV_20170325T141230_20170325T141256_004866_0087F4_A76B,6.0
50,2017-03-31,Sentinel-1A,S1A_IW_SLC__1SDV_20170331T141327_20170331T141357_015937_01A46C_5AC8,6.0
51,2017-04-06,Sentinel-1B,S1B_IW_SLC__1SSV_20170406T141230_20170406T141256_005041_008D06_46D4,6.0
52,2017-04-12,Sentinel-1A,S1A_IW_SLC__1SDV_20170412T141328_20170412T141358_016112_01A9B8_ADF9,6.0
53,2017-04-18,Sentinel-1B,S1B_IW_SLC__1SSV_20170418T141231_20170418T141257_005216_009207_0D60,6.0
54,2017-04-24,Sentinel-1A,S1A_IW_SLC__1SDV_20170424T141328_20170424T141358_016287_01AF1B_5E81,6.0
55,2017-04-30,Sentinel-1B,S1B_IW_SLC__1SSV_20170430T141231_20170430T141257_005391_009723_F704,6.0
56,2017-05-06,Sentinel-1A,S1A_IW_SLC__1SDV_20170506T141329_20170506T141359_016462_01B45F_1FB6,6.0
57,2017-05-12,Sentinel-1B,S1B_IW_SLC__1SSV_20170512T141232_20170512T141258_005566_009BF1_D59C,6.0
58,2017-05-18,Sentinel-1A,S1A_IW_SLC__1SDV_20170518T141330_20170518T141400_016637_01B9B7_30BA,6.0
59,2017-05-30,Sentinel-1A,S1A_IW_SLC__1SDV_20170530T141341_20170530T141411_016812_01BF1B_3C94,12.0
60,2017-06-11,Sentinel-1A,S1A_IW_SLC__1SDV_20170611T141342_20170611T141412_016987_01C489_8F07,12.0
61,2017-06-23,Sentinel-1A,S1A_IW_SLC__1SDV_20170623T141343_20170623T141413_017162_01C9E2_6A41,12.0
62,2017-07-05,Sentinel-1A,S1A_IW_SLC__1SDV_20170705T141343_20170705T141413_017337_01CF2D_BBA1,12.0
63,2017-07-11,Sentinel-1B,S1B_IW_SLC__1SDV_20170711T141235_20170711T141307_006441_00B527_B938,6.0
64,2017-07-17,Sentinel-1A,S1A_IW_SLC__1SDV_20170717T141344_20170717T141414_017512_01D47E_527A,6.0
65,2017-07-23,Sentinel-1B,S1B_IW_SLC__1SDV_20170723T141236_20170723T141308_006616_00BA25_25EB,6.0
66,2017-07-29,Sentinel-1A,S1A_IW_SLC__1SDV_20170729T141345_20170729T141415_017687_01D9D9_86E0,6.0
67,2017-08-04,Sentinel-1B,S1B_IW_SLC__1SDV_20170804T141236_20170804T141308_006791_00BF29_E7A9,6.0
68,2017-08-10,Sentinel-1A,S1A_IW_SLC__1SDV_20170810T141345_20170810T141415_017862_01DF2D_8F7F,6.0
69,2017-08-16,Sentinel-1B,S1B_IW_SLC__1SDV_20170816T141237_20170816T141309_006966_00C445_AE63,6.0
70,2017-08-22,Sentinel-1A,S1A_IW_SLC__1SDV_20170822T141346_20170822T141416_018037_01E47E_50A6,6.0
71,2017-08-28,Sentinel-1B,S1B_IW_SLC__1SDV_20170828T141238_20170828T141309_007141_00C957_5C32,6.0
72,2017-09-03,Sentinel-1A,S1A_IW_SLC__1SDV_20170903T141347_20170903T141416_018212_01E9C3_B4F2,6.0
73,2017-09-09,Sentinel-1B,S1B_IW_SLC__1SDV_20170909T141238_20170909T141310_007316_00CE71_A7E5,6.0
74,2017-09-15,Sentinel-1A,S1A_IW_SLC__1SDV_20170915T141347_20170915T141417_018387_01EF37_ABA0,6.0
75,2017-09-21,Sentinel-1B,S1B_IW_SLC__1SDV_20170921T141239_20170921T141310_007491_00D38D_B8A4,6.0
76,2017-09-27,Sentinel-1A,S1A_IW_SLC__1SDV_20170927T141347_20170927T141417_018562_01F492_5FFA,6.0
77,2017-10-03,Sentinel-1B,S1B_IW_SLC__1SDV_20171003T141239_20171003T141310_007666_00D892_CD1F,6.0
78,2017-10-09,Sentinel-1A,S1A_IW_SLC__1SDV_20171009T141348_20171009T141417_018737_01F9E2_63D3,6.0
