,sceneDateString,platform,granuleName,dt
27,2016-09-29,Sentinel-1A,S1A_IW_SLC__1SSV_20160929T134838_20160929T134908_013268_01521B_5381,24.0
28,2016-10-23,Sentinel-1A,S1A_IW_SLC__1SSV_20161023T134838_20161023T134908_013618_015D1D_D6CA,24.0
29,2016-11-16,Sentinel-1A,S1A_IW_SLC__1SSV_20161116T134838_20161116T134908_013968_016805_A3CC,24.0
30,2016-12-10,Sentinel-1A,S1A_IW_SLC__1SSV_20161210T134837_20161210T134907_014318_0172F2_41FF,24.0
31,2017-01-03,Sentinel-1A,S1A_IW_SLC__1SSV_20170103T134835_20170103T134905_014668_017DC3_C5E8,24.0
32,2017-01-27,Sentinel-1A,S1A_IW_SLC__1SSV_20170127T134835_20170127T134904_015018_018886_E64D,24.0
33,2017-02-20,Sentinel-1A,S1A_IW_SLC__1SDV_20170220T134834_20170220T134904_015368_019368_F146,24.0
34,2017-03-04,Sentinel-1A,S1A_IW_SLC__1SDV_20170304T134834_20170304T134904_015543_0198B2_7E7E,12.0
35,2017-03-16,Sentinel-1A,S1A_IW_SLC__1SDV_20170316T134834_20170316T134904_015718_019DEC_2177,12.0
36,2017-03-28,Sentinel-1A,S1A_IW_SLC__1SDV_20170328T134835_20170328T134904_015893_01A32A_1857,12.0
37,2017-04-09,Sentinel-1A,S1A_IW_SLC__1SDV_20170409T134835_20170409T134905_016068_01A868_C185,12.0
38,2017-04-21,Sentinel-1A,S1A_IW_SLC__1SDV_20170421T134836_20170421T134905_016243_01ADC3_382A,12.0
39,2017-05-03,Sentinel-1A,S1A_IW_SLC__1SDV_20170503T134836_20170503T134906_016418_01B311_93A9,12.0
40,2017-05-15,Sentinel-1A,S1A_IW_SLC__1SDV_20170515T134837_20170515T134907_016593_01B864_1F67,12.0
41,2017-05-27,Sentinel-1A,S1A_IW_SLC__1SDV_20170527T134935_20170527T135005_016768_01BDC6_F9C1,12.0
42,2017-06-08,Sentinel-1A,S1A_IW_SLC__1SDV_20170608T134936_20170608T135006_016943_01C335_C311,12.0
43,2017-06-20,Sentinel-1A,S1A_IW_SLC__1SDV_20170620T134937_20170620T135007_017118_01C89B_6BF1,12.0
44,2017-07-02,Sentinel-1A,S1A_IW_SLC__1SDV_20170702T134937_20170702T135007_017293_01CDE1_081C,12.0
45,2017-07-14,Sentinel-1A,S1A_IW_SLC__1SDV_20170714T134938_20170714T135008_017468_01D32B_FCE3,12.0
46,2017-07-26,Sentinel-1A,S1A_IW_SLC__1SDV_20170726T134939_20170726T135009_017643_01D888_9354,12.0
47,2017-08-07,Sentinel-1A,S1A_IW_SLC__1SDV_20170807T134940_20170807T135009_017818_01DDDC_FDB8,12.0
48,2017-08-19,Sentinel-1A,S1A_IW_SLC__1SDV_20170819T134940_20170819T135010_017993_01E32A_305C,12.0
49,2017-08-31,Sentinel-1A,S1A_IW_SLC__1SDV_20170831T134941_20170831T135011_018168_01E86D_34C7,12.0
50,2017-09-12,Sentinel-1A,S1A_IW_SLC__1SDV_20170912T134941_20170912T135011_018343_01EDE9_5689,12.0
51,2017-09-24,Sentinel-1A,S1A_IW_SLC__1SDV_20170924T134941_20170924T135011_018518_01F344_1000,12.0
52,2017-10-06,Sentinel-1A,S1A_IW_SLC__1SDV_20171006T134942_20171006T135012_018693_01F89A_CDBC,12.0
