,sceneDateString,platform,granuleName,dt
24,2016-03-10,Sentinel-1A,S1A_IW_SLC__1SDV_20160310T142948_20160310T143018_010308_00F415_9C34,12.0
25,2016-03-22,Sentinel-1A,S1A_IW_SLC__1SSV_20160322T142947_20160322T143019_010483_00F8FC_D603,12.0
26,2016-04-03,Sentinel-1A,S1A_IW_SLC__1SDV_20160403T142949_20160403T143019_010658_00FE0C_F4EF,12.0
27,2016-04-15,Sentinel-1A,S1A_IW_SLC__1SSV_20160415T142948_20160415T143019_010833_01034D_04C2,12.0
28,2016-04-27,Sentinel-1A,S1A_IW_SLC__1SDV_20160427T142950_20160427T143020_011008_0108BC_B054,12.0
29,2016-05-09,Sentinel-1A,S1A_IW_SLC__1SSV_20160509T142949_20160509T143021_011183_010E39_5251,12.0
30,2016-05-21,Sentinel-1A,S1A_IW_SLC__1SDV_20160521T142926_20160521T142956_011358_0113F1_03F7,12.0
31,2016-06-02,Sentinel-1A,S1A_IW_SLC__1SSV_20160602T142950_20160602T143022_011533_01199C_1BA5,12.0
32,2016-06-14,Sentinel-1A,S1A_IW_SLC__1SDV_20160614T142928_20160614T142958_011708_011F15_196D,12.0
33,2016-07-08,Sentinel-1A,S1A_IW_SLC__1SDV_20160708T142929_20160708T142959_012058_012A4A_A0FA,24.0
34,2016-07-20,Sentinel-1A,S1A_IW_SLC__1SSV_20160720T142953_20160720T143025_012233_012FF5_CDB4,12.0
35,2016-08-01,Sentinel-1A,S1A_IW_SLC__1SDV_20160801T142931_20160801T143001_012408_0135C1_301A,12.0
36,2016-08-13,Sentinel-1A,S1A_IW_SLC__1SSV_20160813T142954_20160813T143026_012583_013B86_297A,12.0
37,2016-08-25,Sentinel-1A,S1A_IW_SLC__1SDV_20160825T142932_20160825T143002_012758_014170_0AF0,12.0
38,2016-09-06,Sentinel-1A,S1A_IW_SLC__1SSV_20160906T142955_20160906T143027_012933_014737_B607,12.0
39,2016-09-18,Sentinel-1A,S1A_IW_SLC__1SDV_20160918T142947_20160918T143014_013108_014CE4_47B9,12.0
40,2016-10-12,Sentinel-1A,S1A_IW_SLC__1SDV_20161012T142957_20161012T143024_013458_015819_C4E6,24.0
41,2016-11-05,Sentinel-1A,S1A_IW_SLC__1SDV_20161105T142957_20161105T143024_013808_016307_4EC7,24.0
42,2016-11-29,Sentinel-1A,S1A_IW_SLC__1SDV_20161129T142956_20161129T143023_014158_016DD7_93DF,24.0
43,2016-12-23,Sentinel-1A,S1A_IW_SLC__1SDV_20161223T142955_20161223T143023_014508_0178DB_C301,24.0
44,2017-01-16,Sentinel-1A,S1A_IW_SLC__1SDV_20170116T142954_20170116T143021_014858_018395_2471,24.0
45,2017-02-09,Sentinel-1A,S1A_IW_SLC__1SDV_20170209T142952_20170209T143020_015208_018E6B_7695,24.0
46,2017-02-27,Sentinel-1B,S1B_IW_SLC__1SSV_20170227T142911_20170227T142938_004487_007CF5_82DE,18.0
47,2017-03-11,Sentinel-1B,S1B_IW_SLC__1SSV_20170311T142911_20170311T142938_004662_008214_8B48,12.0
48,2017-04-28,Sentinel-1B,S1B_IW_SLC__1SSV_20170428T142913_20170428T142940_005362_00965F_666F,48.0
49,2017-05-22,Sentinel-1B,S1B_IW_SLC__1SDV_20170522T142914_20170522T142941_005712_00A01B_066A,24.0
50,2017-06-03,Sentinel-1B,S1B_IW_SLC__1SDV_20170603T142915_20170603T142942_005887_00A52B_F019,12.0
51,2017-06-15,Sentinel-1B,S1B_IW_SLC__1SDV_20170615T142916_20170615T142943_006062_00AA53_8ACD,12.0
52,2017-06-27,Sentinel-1B,S1B_IW_SLC__1SDV_20170627T142916_20170627T142943_006237_00AF65_A103,12.0
53,2017-07-09,Sentinel-1B,S1B_IW_SLC__1SDV_20170709T142917_20170709T142944_006412_00B459_01E4,12.0
54,2017-07-21,Sentinel-1B,S1B_IW_SLC__1SDV_20170721T142918_20170721T142945_006587_00B958_2B70,12.0
55,2017-08-14,Sentinel-1B,S1B_IW_SLC__1SDV_20170814T142919_20170814T142946_006937_00C37D_33D1,24.0
56,2017-08-26,Sentinel-1B,S1B_IW_SLC__1SDV_20170826T142919_20170826T142946_007112_00C88B_F8A7,12.0
57,2017-09-07,Sentinel-1B,S1B_IW_SLC__1SDV_20170907T142920_20170907T142947_007287_00CDA1_419B,12.0
58,2017-09-19,Sentinel-1B,S1B_IW_SLC__1SDV_20170919T142920_20170919T142947_007462_00D2C2_7BE0,12.0
59,2017-10-01,Sentinel-1B,S1B_IW_SLC__1SDV_20171001T142921_20171001T142948_007637_00D7C6_ACF1,12.0
60,2017-10-13,Sentinel-1B,S1B_IW_SLC__1SDV_20171013T142920_20171013T142948_007812_00DCC2_7E32,12.0
